person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
22.0,1,3,38365.0,0,3,14500.0,4,11.58,0.38,3.0,579,0,1
24.0,1,4,31600.0,0,0,4000.0,3,16.49,0.13,3.0,650,0,1
32.0,0,1,26047.0,11,3,10000.0,1,11.07,0.38,6.0,687,0,1
22.0,0,4,30882.0,1,3,10000.0,4,10.37,0.32,4.0,627,0,1
21.0,0,1,23876.0,0,3,6000.0,0,11.01,0.25,4.0,585,0,1
22.0,0,4,42672.0,0,3,16800.0,4,10.99,0.39,4.0,660,0,1
30.0,0,0,51382.0,10,2,8000.0,3,12.99,0.16,9.0,640,1,0
33.0,1,4,173010.0,7,0,10000.0,5,6.99,0.06,9.0,629,0,0
25.0,1,1,115129.0,0,0,4000.0,5,9.28,0.03,4.0,549,1,0
27.0,1,3,146692.0,2,0,35000.0,1,12.54,0.24,4.0,576,1,0
33.0,1,1,37173.0,12,0,5000.0,5,11.01,0.13,9.0,624,1,0
27.0,1,0,54641.0,6,3,12800.0,3,11.83,0.23,9.0,684,0,0
33.0,0,0,43852.0,12,3,12200.0,1,9.99,0.28,6.0,646,0,1
40.0,0,1,70677.0,18,0,8000.0,1,18.79,0.11,12.0,717,0,0
30.0,1,3,60219.0,5,3,19775.0,4,12.42,0.33,9.0,569,0,1
22.0,1,1,15024.0,0,3,3000.0,1,13.6,0.2,3.0,619,0,1
22.0,1,3,96867.0,0,2,4800.0,1,10.99,0.05,4.0,632,1,0
36.0,0,1,35650.0,14,3,5000.0,3,16.45,0.14,13.0,566,0,1
23.0,1,0,61610.0,2,3,5000.0,1,10.38,0.08,2.0,681,1,0
23.0,1,3,45954.0,4,3,8000.0,0,14.26,0.17,4.0,696,1,0
27.0,0,1,150576.0,3,0,8000.0,0,6.76,0.05,6.0,642,1,0
39.0,0,1,30892.0,17,3,1500.0,0,14.22,0.05,13.0,666,0,1
24.0,1,0,33599.0,0,3,1500.0,3,16.29,0.04,4.0,681,0,1
22.0,0,1,46652.0,2,3,6400.0,0,20.0,0.14,3.0,664,0,1
25.0,0,3,83901.0,3,3,25000.0,4,17.49,0.3,2.0,597,0,1
23.0,1,1,62257.0,0,0,20000.0,5,10.37,0.32,3.0,656,1,0
23.0,1,0,31850.0,0,3,2700.0,0,7.29,0.08,3.0,634,1,0
39.0,1,3,96921.0,18,0,19800.0,2,13.23,0.2,13.0,601,0,0
23.0,0,0,73017.0,0,2,10000.0,3,6.92,0.14,4.0,635,1,0
29.0,0,1,36994.0,7,3,3552.0,3,9.14,0.1,5.0,573,0,1
23.0,0,4,57192.0,0,3,15000.0,4,12.04,0.26,2.0,613,0,1
25.0,1,3,75255.0,0,3,12000.0,4,8.47,0.16,4.0,587,0,0
33.0,0,0,85334.0,6,3,12000.0,4,15.65,0.14,5.0,549,0,0
23.0,0,1,54869.0,1,3,20000.0,3,13.27,0.36,3.0,621,0,1
24.0,1,3,28082.0,3,2,1000.0,3,16.32,0.04,2.0,616,0,1
22.0,1,3,34028.0,0,3,4000.0,3,5.42,0.12,4.0,508,0,0
26.0,0,3,79875.0,6,3,25000.0,2,11.58,0.31,4.0,679,0,1
23.0,0,0,144981.0,1,0,6000.0,3,9.72,0.04,3.0,671,0,0
36.0,0,3,38367.0,14,3,7100.0,5,8.9,0.19,12.0,679,1,0
34.0,1,1,75553.0,7,0,28000.0,2,11.71,0.37,10.0,658,1,0
24.0,1,1,72896.0,4,0,7000.0,0,7.14,0.1,2.0,660,1,0
36.0,1,0,74384.0,15,0,15000.0,2,9.65,0.2,14.0,666,0,0
35.0,1,0,44874.0,10,3,6000.0,3,13.61,0.13,6.0,681,1,0
23.0,1,3,29456.0,2,3,12250.0,1,13.16,0.42,4.0,645,0,1
24.0,0,1,73814.0,0,3,8150.0,0,17.27,0.11,3.0,637,0,1
22.0,0,1,71937.0,0,1,12000.0,3,11.01,0.17,3.0,529,0,1
22.0,0,3,59751.0,0,3,15000.0,3,14.61,0.25,3.0,599,0,1
25.0,0,4,133055.0,1,3,5000.0,5,9.99,0.04,4.0,718,0,0
25.0,1,3,47494.0,5,3,20000.0,3,11.35,0.42,4.0,660,0,1
22.0,0,4,37063.0,0,3,4350.0,1,6.03,0.12,4.0,589,1,0
45.0,1,1,120721.0,23,0,10000.0,0,16.0,0.08,13.0,673,0,1
26.0,1,3,87452.0,5,3,7000.0,4,9.32,0.08,2.0,597,1,0
38.0,0,0,99078.0,19,0,8000.0,4,18.3,0.08,16.0,581,1,0
27.0,0,3,58434.0,6,3,10070.0,3,10.54,0.17,8.0,660,1,0
24.0,1,3,118432.0,0,3,15000.0,0,14.93,0.13,2.0,543,0,1
21.0,0,4,13197.0,1,3,1000.0,2,13.43,0.08,4.0,722,0,1
26.0,1,1,23679.0,2,3,3469.0,0,8.95,0.15,3.0,684,0,1
38.0,0,1,29592.0,13,0,7750.0,2,12.53,0.26,14.0,695,0,1
32.0,0,4,65989.0,6,0,3500.0,4,7.88,0.05,6.0,658,1,0
28.0,1,1,84667.0,2,0,9000.0,0,5.42,0.11,7.0,569,0,1
25.0,1,4,205111.0,1,0,3850.0,1,6.17,0.02,4.0,693,0,0
29.0,1,1,15475.0,5,3,2000.0,5,10.72,0.13,7.0,587,0,1
23.0,0,0,68063.0,2,3,5500.0,3,7.76,0.08,4.0,668,1,0
35.0,0,0,24071.0,14,3,1200.0,4,7.29,0.05,10.0,522,0,1
22.0,1,0,48844.0,0,3,19000.0,5,12.18,0.39,3.0,562,0,1
24.0,1,3,163035.0,2,3,24000.0,2,13.79,0.15,2.0,636,1,0
25.0,1,1,60887.0,2,3,7500.0,5,10.81,0.12,3.0,657,1,0
25.0,0,3,97252.0,3,0,10000.0,0,6.51,0.1,4.0,580,1,0
24.0,0,4,62285.0,2,3,8000.0,0,10.83,0.13,3.0,724,0,0
33.0,0,1,19014.0,8,3,1800.0,5,17.54,0.09,9.0,622,1,0
28.0,0,0,36792.0,4,3,10000.0,0,8.96,0.27,6.0,682,0,1
24.0,0,0,65496.0,1,3,7000.0,0,15.33,0.11,3.0,604,0,1
23.0,0,3,83244.0,0,0,9800.0,4,14.84,0.12,2.0,592,0,1
36.0,1,3,150835.0,11,0,14500.0,3,11.01,0.1,16.0,551,0,0
23.0,0,3,45024.0,2,3,9250.0,4,16.32,0.21,4.0,655,1,0
30.0,1,1,68068.0,6,3,4800.0,4,14.12,0.07,9.0,654,0,0
21.0,0,3,35635.0,0,3,11000.0,4,14.22,0.31,4.0,590,0,1
23.0,1,4,17782.0,0,3,2300.0,1,15.33,0.13,2.0,675,0,1
21.0,1,3,50546.0,0,0,8200.0,4,6.91,0.16,3.0,619,1,0
23.0,1,3,34552.0,0,3,3321.0,2,14.01,0.1,3.0,500,0,1
28.0,1,0,32219.0,6,3,8000.0,4,11.44,0.25,5.0,695,0,1
38.0,1,0,151977.0,15,0,2400.0,1,11.01,0.02,14.0,683,1,0
25.0,0,1,63540.0,6,3,16000.0,5,13.98,0.25,4.0,633,0,1
24.0,0,3,70952.0,3,0,2400.0,2,11.89,0.03,4.0,654,0,0
28.0,0,0,112870.0,9,0,20000.0,3,14.74,0.18,8.0,562,0,1
24.0,1,1,94624.0,1,3,18500.0,5,15.33,0.2,2.0,692,0,1
21.0,0,4,46298.0,0,3,12000.0,1,10.37,0.26,4.0,659,0,1
32.0,1,0,34006.0,12,3,5000.0,3,11.08,0.15,9.0,727,0,1
25.0,0,0,51695.0,5,3,16064.0,5,14.17,0.31,4.0,573,0,1
27.0,0,3,36410.0,5,3,7000.0,1,9.78,0.19,6.0,658,0,1
28.0,0,3,30915.0,2,3,9600.0,3,14.27,0.31,10.0,639,0,1
22.0,0,1,46038.0,1,3,7000.0,3,11.01,0.15,3.0,610,1,0
25.0,0,0,43065.0,5,2,3600.0,1,13.43,0.08,3.0,634,0,0
22.0,1,3,44223.0,0,3,6000.0,5,7.51,0.14,4.0,639,0,0
27.0,1,0,163343.0,4,0,25000.0,3,11.12,0.15,8.0,561,1,0
23.0,1,3,43905.0,1,3,13000.0,0,11.84,0.3,4.0,620,0,1
21.0,1,1,39303.0,0,3,5000.0,1,7.68,0.13,4.0,647,1,0
25.0,1,3,24290.0,2,3,5000.0,5,9.79,0.21,3.0,553,0,1
22.0,0,1,38543.0,0,0,3200.0,5,10.99,0.08,2.0,587,1,0
31.0,1,1,45357.0,7,3,5071.0,0,16.37,0.11,6.0,636,0,1
27.0,0,4,48064.0,3,0,6900.0,0,12.87,0.14,9.0,681,0,0
29.0,1,3,46716.0,6,3,2000.0,3,12.87,0.04,9.0,642,1,0
22.0,1,3,97855.0,0,0,24000.0,3,15.99,0.25,4.0,597,0,1
41.0,1,3,113850.0,15,0,24399.0,5,13.67,0.21,16.0,604,0,1
26.0,0,0,81238.0,3,3,25000.0,4,15.21,0.31,2.0,531,0,1
29.0,0,3,44145.0,7,3,12000.0,3,7.49,0.27,10.0,666,0,1
33.0,0,1,62218.0,6,3,6000.0,3,6.51,0.1,8.0,608,1,0
22.0,1,0,96679.0,0,0,16000.0,5,12.42,0.17,4.0,507,1,0
23.0,0,0,55975.0,0,3,12457.0,1,15.8,0.22,4.0,606,0,1
24.0,0,0,73171.0,0,3,5600.0,4,14.91,0.08,3.0,641,0,1
23.0,1,3,51571.0,0,3,6017.0,5,9.75,0.12,4.0,670,1,0
33.0,1,0,40597.0,9,3,13800.0,5,13.47,0.34,5.0,640,0,1
29.0,1,1,45283.0,3,3,3000.0,3,11.6,0.07,5.0,677,0,0
24.0,1,3,36947.0,0,3,9500.0,5,13.92,0.26,2.0,680,0,1
25.0,0,1,109212.0,2,3,10000.0,2,12.17,0.09,4.0,699,1,0
23.0,1,3,53031.0,0,3,9100.0,1,13.24,0.17,3.0,543,0,1
26.0,1,3,103055.0,2,0,10000.0,4,9.35,0.1,5.0,679,1,0
23.0,0,0,41234.0,5,0,4200.0,3,11.01,0.1,3.0,610,1,0
23.0,0,0,60845.0,1,3,7704.0,3,15.78,0.13,3.0,630,0,1
31.0,1,2,36937.0,7,3,3000.0,0,10.08,0.08,10.0,704,0,1
35.0,1,1,83496.0,14,3,6400.0,0,16.77,0.08,8.0,667,0,1
24.0,1,4,109009.0,6,0,12000.0,5,7.51,0.11,3.0,699,0,0
40.0,1,1,649823.0,16,0,35000.0,3,15.99,0.05,11.0,614,0,1
23.0,0,0,46831.0,2,2,5000.0,5,12.99,0.11,4.0,639,1,0
33.0,1,1,35444.0,13,3,10000.0,1,13.06,0.28,7.0,702,0,1
24.0,1,3,48897.0,2,3,20000.0,4,12.53,0.41,3.0,656,0,1
26.0,1,1,70385.0,7,3,2150.0,0,15.62,0.03,3.0,624,0,1
27.0,0,0,46835.0,4,3,6000.0,0,10.29,0.13,7.0,668,0,0
23.0,1,3,43349.0,0,3,5400.0,4,10.59,0.12,2.0,590,1,0
21.0,1,3,30903.0,0,3,5000.0,0,11.39,0.16,4.0,567,0,1
21.0,1,1,67281.0,0,3,4800.0,1,11.12,0.07,4.0,694,1,0
24.0,0,0,79138.0,2,3,21250.0,1,15.95,0.27,4.0,650,0,1
22.0,1,1,127280.0,0,0,7500.0,1,11.01,0.06,2.0,598,1,0
29.0,0,3,43148.0,6,3,7000.0,3,12.62,0.16,9.0,631,1,0
33.0,1,0,138565.0,10,2,14400.0,5,11.14,0.1,5.0,684,0,0
31.0,0,1,116449.0,8,0,8000.0,2,14.09,0.07,9.0,591,0,0
33.0,1,1,46520.0,13,3,3000.0,4,15.23,0.06,10.0,659,1,0
25.0,0,4,92119.0,2,3,5000.0,0,7.9,0.05,3.0,681,1,0
27.0,1,1,55359.0,6,3,5000.0,1,16.0,0.09,10.0,689,0,1
29.0,1,1,35853.0,3,3,6000.0,1,12.87,0.17,5.0,656,1,0
23.0,0,4,65092.0,2,3,21237.0,4,10.84,0.33,3.0,687,0,1
27.0,0,1,55116.0,2,3,10000.0,1,11.01,0.18,9.0,664,0,0
23.0,1,3,66301.0,2,3,20000.0,4,16.7,0.3,4.0,645,0,1
25.0,1,1,34689.0,4,3,7500.0,5,15.33,0.22,3.0,672,0,1
26.0,1,4,67105.0,4,0,2500.0,3,7.66,0.04,3.0,691,0,1
33.0,1,3,79194.0,10,0,15000.0,5,7.51,0.19,8.0,599,0,0
27.0,0,1,23774.0,7,3,6000.0,3,16.49,0.25,8.0,694,0,1
28.0,0,0,15407.0,2,0,3244.0,0,10.44,0.21,9.0,627,0,1
25.0,1,0,79614.0,2,3,24250.0,1,15.64,0.3,3.0,545,0,1
29.0,1,1,55102.0,8,3,12000.0,3,12.99,0.22,7.0,676,1,0
22.0,0,3,97111.0,0,0,15000.0,1,11.48,0.15,3.0,635,1,0
22.0,0,3,65959.0,1,3,3200.0,1,16.49,0.05,3.0,585,0,1
29.0,0,1,90940.0,8,0,10000.0,3,5.42,0.11,9.0,647,1,0
32.0,1,1,31020.0,12,3,11765.0,4,12.07,0.38,10.0,704,0,1
47.0,0,3,366927.0,24,0,10000.0,2,13.43,0.03,12.0,665,1,0
26.0,1,1,26283.0,2,3,3675.0,0,15.82,0.14,7.0,595,0,1
23.0,0,0,54781.0,1,0,5000.0,3,10.74,0.09,2.0,647,0,1
45.0,1,3,68463.0,26,0,7000.0,0,16.29,0.1,12.0,565,0,1
25.0,1,0,64838.0,3,0,10625.0,3,11.01,0.16,4.0,584,0,1
40.0,0,3,39099.0,20,3,10000.0,3,11.01,0.26,13.0,518,0,1
29.0,1,1,29944.0,10,3,10000.0,0,13.06,0.33,9.0,723,0,1
41.0,0,0,32925.0,21,0,10300.0,4,16.29,0.31,14.0,661,0,1
29.0,0,4,43157.0,5,2,10000.0,5,12.87,0.23,8.0,575,1,0
35.0,0,3,55197.0,11,3,16000.0,5,10.0,0.29,10.0,655,0,1
22.0,1,3,18292.0,1,3,4000.0,0,10.91,0.22,2.0,583,0,1
26.0,1,1,88672.0,2,3,20000.0,4,12.53,0.23,2.0,571,0,1
23.0,0,3,24168.0,2,2,6000.0,4,6.54,0.25,2.0,535,0,1
22.0,1,1,63123.0,0,0,6000.0,1,7.9,0.1,4.0,644,1,0
24.0,1,3,16906.0,1,3,4000.0,4,7.36,0.24,3.0,558,0,1
23.0,1,1,22957.0,1,0,2500.0,3,15.95,0.11,2.0,594,0,1
46.0,1,4,54748.0,22,0,6000.0,4,13.67,0.11,12.0,706,0,0
21.0,0,1,28507.0,0,3,6000.0,2,7.9,0.21,2.0,699,0,1
24.0,0,1,53990.0,0,3,7400.0,4,13.99,0.14,4.0,624,0,1
22.0,0,3,102986.0,2,0,5000.0,1,12.61,0.05,2.0,656,1,0
34.0,0,1,219900.0,15,0,15000.0,2,12.84,0.07,9.0,700,0,0
29.0,1,1,51431.0,7,0,6000.0,4,11.49,0.12,9.0,693,0,1
26.0,0,1,80263.0,3,3,15000.0,4,16.02,0.19,2.0,632,0,1
30.0,0,1,49087.0,6,0,3000.0,0,11.71,0.06,7.0,648,0,0
25.0,0,1,22077.0,5,3,3025.0,5,11.49,0.14,2.0,686,0,1
27.0,0,0,72976.0,6,3,5000.0,2,15.21,0.07,9.0,599,0,1
28.0,0,1,80868.0,6,3,9000.0,3,16.29,0.11,8.0,718,0,1
50.0,0,1,71472.0,25,0,22000.0,0,17.74,0.31,15.0,702,0,1
25.0,0,3,97019.0,4,0,14625.0,2,12.68,0.15,4.0,607,0,0
37.0,1,0,68620.0,16,0,15879.0,5,8.5,0.23,12.0,595,1,0
41.0,0,0,55178.0,18,3,11200.0,3,7.62,0.2,10.0,697,0,0
29.0,0,3,101254.0,6,0,5000.0,3,16.95,0.05,6.0,643,0,1
26.0,0,4,103142.0,2,3,7000.0,1,12.42,0.07,4.0,695,0,0
30.0,0,1,55475.0,4,3,15000.0,0,8.57,0.27,6.0,660,0,1
38.0,0,0,87315.0,15,0,6000.0,0,5.99,0.07,11.0,656,0,0
27.0,0,0,87487.0,5,3,25000.0,0,15.95,0.29,6.0,637,0,1
33.0,0,0,31084.0,11,3,6625.0,2,12.69,0.21,9.0,566,0,1
29.0,0,3,44335.0,7,3,8000.0,4,6.76,0.18,8.0,656,0,1
24.0,1,1,73086.0,0,2,10000.0,4,10.37,0.14,4.0,587,1,0
33.0,1,0,132575.0,12,3,15000.0,1,14.42,0.11,9.0,656,0,0
30.0,1,3,64543.0,10,0,6419.0,1,12.02,0.1,10.0,624,1,0
22.0,1,0,44203.0,0,3,15000.0,5,13.85,0.34,3.0,630,0,1
36.0,0,0,180556.0,12,0,10000.0,1,11.01,0.06,15.0,636,0,0
24.0,0,1,76545.0,2,0,11400.0,4,13.79,0.15,4.0,676,1,0
22.0,0,1,65250.0,0,3,13750.0,1,14.96,0.21,2.0,611,1,0
23.0,0,0,18986.0,0,3,5063.0,4,11.43,0.27,4.0,585,0,1
30.0,1,0,724035.0,7,0,24623.0,4,9.16,0.03,10.0,689,0,1
24.0,1,0,47482.0,1,3,8000.0,0,11.01,0.17,2.0,700,0,1
27.0,1,3,87370.0,2,2,12000.0,1,9.99,0.14,9.0,659,1,0
21.0,1,1,22366.0,0,2,6250.0,5,10.62,0.28,4.0,637,0,1
23.0,1,0,119275.0,0,0,9000.0,3,9.63,0.08,3.0,585,0,1
27.0,0,3,40590.0,5,3,10625.0,3,6.62,0.26,5.0,553,0,1
23.0,0,3,53835.0,2,3,3632.0,2,13.35,0.07,3.0,613,0,1
25.0,0,3,51481.0,2,3,10000.0,5,13.8,0.19,3.0,648,0,1
32.0,1,0,130586.0,8,0,12000.0,5,11.49,0.09,10.0,655,1,0
25.0,1,0,53716.0,5,3,8000.0,1,12.92,0.15,4.0,704,0,1
22.0,0,4,69508.0,1,0,25000.0,1,9.01,0.36,2.0,581,1,0
39.0,0,3,25764.0,16,3,6000.0,3,15.27,0.23,13.0,639,1,0
25.0,0,0,120885.0,4,3,21000.0,4,16.49,0.17,3.0,637,0,1
28.0,0,1,51420.0,6,0,4000.0,3,9.25,0.08,10.0,625,0,1
34.0,0,3,47692.0,10,3,23500.0,1,11.06,0.49,13.0,646,0,1
44.0,1,3,53796.0,20,0,5000.0,5,12.23,0.09,12.0,569,0,1
28.0,0,3,15192.0,5,3,2400.0,3,12.68,0.16,8.0,496,0,1
31.0,1,1,36840.0,10,3,12000.0,0,14.86,0.33,6.0,642,0,1
25.0,0,3,54803.0,1,3,15000.0,0,11.01,0.27,3.0,632,0,1
28.0,0,1,116446.0,1,0,10000.0,5,7.66,0.09,7.0,548,1,0
29.0,1,0,48229.0,7,0,5000.0,5,7.74,0.1,8.0,588,1,0
24.0,1,1,43136.0,0,3,7000.0,3,12.69,0.16,2.0,582,0,0
22.0,1,3,54438.0,0,3,4000.0,2,5.99,0.07,4.0,661,0,1
23.0,0,4,53867.0,0,3,13000.0,2,17.26,0.24,3.0,611,0,1
28.0,1,0,111342.0,3,3,22000.0,1,12.69,0.2,9.0,671,1,0
23.0,0,1,96697.0,2,0,24000.0,0,11.71,0.25,3.0,650,0,0
26.0,1,3,59862.0,4,3,8400.0,5,18.25,0.14,4.0,649,0,1
22.0,0,4,46183.0,0,3,10000.0,1,10.75,0.22,2.0,643,1,0
26.0,1,0,150801.0,4,0,15000.0,4,7.29,0.1,3.0,667,0,0
32.0,1,1,118907.0,9,0,15000.0,0,10.95,0.13,5.0,579,0,1
27.0,1,4,63336.0,4,3,8000.0,0,7.03,0.13,8.0,619,1,0
23.0,0,1,80811.0,1,0,22000.0,0,8.88,0.27,2.0,566,0,1
31.0,0,0,35578.0,7,3,6000.0,2,10.75,0.17,8.0,674,0,1
23.0,0,3,107008.0,0,0,12000.0,1,7.51,0.11,4.0,593,1,0
29.0,1,1,43169.0,5,2,4200.0,3,12.99,0.1,7.0,665,0,0
36.0,0,3,64449.0,13,0,7000.0,0,9.64,0.11,11.0,625,1,0
27.0,1,1,73066.0,2,3,25000.0,5,11.01,0.34,8.0,679,0,1
25.0,1,0,26816.0,0,3,7500.0,3,11.34,0.28,2.0,551,0,1
35.0,1,3,213281.0,10,0,11434.0,0,15.64,0.05,7.0,581,0,1
26.0,1,1,69699.0,3,3,12000.0,3,15.56,0.17,6.0,643,0,1
33.0,0,0,43474.0,8,3,5000.0,4,8.9,0.12,5.0,670,1,0
27.0,1,4,88546.0,5,0,18000.0,0,12.69,0.2,6.0,661,0,1
25.0,1,4,59960.0,2,3,12000.0,4,13.49,0.2,4.0,674,0,1
30.0,0,3,321293.0,7,0,25000.0,2,10.36,0.08,9.0,674,0,0
21.0,1,0,58454.0,0,0,3500.0,1,10.25,0.06,3.0,618,0,1
25.0,1,3,35900.0,2,3,5000.0,0,15.7,0.14,3.0,667,0,1
23.0,1,3,40856.0,0,3,18041.0,3,9.97,0.44,4.0,638,0,1
27.0,1,1,29982.0,6,3,3559.0,3,14.86,0.12,5.0,675,0,1
23.0,0,1,49151.0,0,3,15000.0,1,11.71,0.31,3.0,667,0,1
31.0,1,3,39026.0,10,0,2000.0,3,13.61,0.05,6.0,639,1,0
25.0,0,1,40268.0,4,3,7350.0,3,13.43,0.18,3.0,585,1,0
25.0,1,0,60779.0,1,0,12000.0,1,11.01,0.2,2.0,593,0,0
26.0,0,1,58472.0,3,0,9838.0,1,8.9,0.17,5.0,583,1,0
28.0,1,1,153675.0,4,0,20000.0,3,17.04,0.13,8.0,527,0,1
24.0,0,1,41857.0,2,3,5000.0,2,14.96,0.12,2.0,618,0,1
22.0,1,4,59910.0,2,3,10000.0,4,16.45,0.17,2.0,672,0,1
29.0,0,3,60390.0,4,0,4000.0,2,10.78,0.07,5.0,583,0,0
25.0,0,1,26667.0,2,3,7500.0,3,11.34,0.28,3.0,656,0,1
24.0,0,0,24907.0,1,3,7936.0,3,13.03,0.32,4.0,646,0,1
22.0,1,1,67140.0,1,0,7200.0,2,11.01,0.11,4.0,622,0,1
23.0,0,1,73201.0,0,0,5600.0,0,14.22,0.08,4.0,642,0,1
22.0,0,3,42555.0,0,3,1200.0,3,19.29,0.03,4.0,636,0,1
21.0,1,1,18064.0,0,2,6250.0,5,14.72,0.35,2.0,580,0,1
25.0,1,3,61329.0,2,3,10000.0,1,7.49,0.16,3.0,703,1,0
40.0,1,1,32009.0,17,2,4750.0,2,11.01,0.15,17.0,692,1,0
25.0,0,4,58643.0,2,3,9000.0,2,15.05,0.15,3.0,549,0,1
30.0,1,1,63868.0,6,0,10000.0,1,9.63,0.16,8.0,684,0,1
23.0,0,4,63767.0,2,3,4600.0,4,14.96,0.07,2.0,600,0,1
25.0,0,4,445094.0,1,0,15000.0,0,12.99,0.03,2.0,653,1,0
21.0,0,4,19840.0,3,3,6000.0,5,9.63,0.3,3.0,688,0,1
25.0,1,0,41519.0,0,3,1942.0,0,8.64,0.05,4.0,619,0,1
23.0,1,1,16904.0,0,3,2800.0,2,15.21,0.17,2.0,632,0,1
39.0,0,0,121217.0,16,0,12000.0,3,11.01,0.1,14.0,579,1,0
22.0,0,3,43909.0,0,2,6000.0,5,8.9,0.14,3.0,543,1,0
24.0,0,4,18751.0,3,3,6000.0,3,11.49,0.32,4.0,682,0,1
27.0,0,3,72507.0,1,0,6000.0,1,16.13,0.08,6.0,620,0,1
26.0,0,3,51783.0,0,3,4999.0,0,11.0,0.1,3.0,616,1,0
40.0,1,3,175180.0,15,0,15000.0,0,7.88,0.09,15.0,636,0,0
54.0,0,0,35824.0,31,0,2500.0,4,11.71,0.07,28.0,626,1,0
28.0,1,0,14638.0,3,2,2325.0,0,6.39,0.16,7.0,620,0,1
29.0,1,3,111904.0,8,0,2179.0,2,8.36,0.02,4.0,656,0,1
39.0,1,4,22704.0,17,2,4375.0,3,5.42,0.19,17.0,640,0,1
22.0,1,4,66050.0,0,3,8000.0,1,13.48,0.12,3.0,577,0,1
24.0,1,4,86114.0,0,0,5000.0,0,14.96,0.06,3.0,663,0,1
23.0,1,4,74415.0,5,3,2500.0,1,7.49,0.03,3.0,657,0,0
45.0,0,4,271200.0,25,0,10000.0,4,11.01,0.04,11.0,632,1,0
22.0,1,3,79103.0,2,3,14000.0,3,7.49,0.18,2.0,544,1,0
30.0,0,0,108001.0,8,3,28869.0,0,7.97,0.27,7.0,602,0,1
23.0,1,1,102918.0,0,0,5000.0,1,13.54,0.05,3.0,585,0,0
38.0,0,2,18772.0,16,3,3000.0,1,9.82,0.16,13.0,719,0,1
24.0,0,1,41572.0,1,3,12000.0,1,10.62,0.29,3.0,677,0,1
23.0,1,3,136564.0,2,3,2500.0,5,7.37,0.02,3.0,628,1,0
42.0,0,3,85035.0,20,3,12000.0,2,11.03,0.14,17.0,678,0,0
23.0,1,0,96688.0,0,0,12000.0,1,13.48,0.12,4.0,624,1,0
24.0,0,1,44293.0,0,3,12000.0,3,8.88,0.27,4.0,622,0,1
26.0,0,1,58445.0,7,3,4000.0,5,5.79,0.07,2.0,673,0,0
26.0,1,4,84897.0,4,0,8000.0,4,14.84,0.09,3.0,659,1,0
24.0,1,3,67247.0,1,3,12500.0,3,12.87,0.19,2.0,505,1,0
27.0,1,0,41730.0,6,3,8000.0,0,16.65,0.19,8.0,649,0,1
28.0,0,1,101687.0,5,0,2704.0,1,15.16,0.03,8.0,652,0,1
22.0,1,3,57416.0,0,0,10600.0,4,15.96,0.18,4.0,625,1,0
29.0,0,3,53971.0,4,3,5400.0,5,16.0,0.1,9.0,582,0,1
24.0,1,0,39637.0,3,3,8000.0,0,12.34,0.2,4.0,685,0,1
25.0,1,0,44239.0,1,0,7000.0,0,14.91,0.16,4.0,648,0,1
24.0,1,1,33847.0,3,3,10000.0,0,12.73,0.3,2.0,656,0,1
32.0,1,3,30698.0,12,0,4800.0,3,8.9,0.16,7.0,552,0,1
41.0,1,3,533530.0,19,0,2500.0,1,15.31,0.0,11.0,667,1,0
36.0,0,3,77447.0,14,0,8000.0,2,7.05,0.1,6.0,695,1,0
31.0,0,1,70812.0,9,3,4800.0,4,15.58,0.07,9.0,660,0,1
26.0,1,0,15288.0,2,2,2690.0,1,10.96,0.18,4.0,649,0,1
36.0,0,4,59574.0,12,3,8000.0,0,15.31,0.13,13.0,647,0,1
27.0,1,3,112130.0,4,2,10000.0,1,12.56,0.09,4.0,648,0,0
22.0,1,1,38105.0,2,3,10000.0,4,11.01,0.26,4.0,656,0,1
29.0,0,1,41631.0,8,3,10139.0,4,17.12,0.24,6.0,673,0,1
23.0,1,0,31364.0,1,0,5000.0,4,9.99,0.16,3.0,617,1,0
49.0,0,0,55029.0,25,3,15000.0,0,13.49,0.27,12.0,705,0,1
40.0,0,3,85135.0,15,0,16000.0,2,12.08,0.19,12.0,706,1,0
30.0,0,3,79325.0,7,0,5000.0,3,16.35,0.06,6.0,556,0,1
29.0,1,3,19845.0,8,3,5275.0,4,14.72,0.27,8.0,660,0,1
24.0,1,4,73186.0,3,0,13000.0,3,7.29,0.18,2.0,685,1,0
35.0,1,1,63092.0,14,3,14028.0,0,11.65,0.22,10.0,581,0,0
26.0,1,4,90116.0,4,0,15000.0,0,6.54,0.17,4.0,554,1,0
26.0,1,4,53703.0,0,0,3500.0,0,16.29,0.07,3.0,559,0,1
34.0,0,1,96946.0,9,3,21000.0,4,11.36,0.22,12.0,660,1,0
23.0,1,0,101670.0,0,3,12500.0,1,6.54,0.12,4.0,633,1,0
22.0,1,0,33539.0,0,0,9600.0,1,12.8,0.29,2.0,600,0,0
25.0,0,4,65759.0,2,3,6182.0,2,16.45,0.09,4.0,607,0,1
29.0,0,0,73004.0,4,3,6000.0,2,10.01,0.08,10.0,611,1,0
27.0,0,3,158393.0,7,0,12645.0,2,15.15,0.08,7.0,552,0,1
31.0,0,2,50167.0,9,3,5000.0,1,16.07,0.1,9.0,649,0,1
